Name (location);Time/Call;Samples;Calls;% Time
cv::Mat::~Mat() (mat.hpp:274);;14;75744;6.8965516
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:294);;1;18936;0.49261084
cv::Point_<float>* cv::Mat::ptr<cv::Point_<float> >(int) (mat.hpp:426);;0;37872;0.0
parents;;7;18936;3.4482758
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:400);;7;18936;3.4482758
std::_Iter_base<int*, false>::_S_base(int*);;0;23670;0.0
parents;;0;23670;0.0
std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) (stl_algobase.h:283);;0;8416;0.0
std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) (stl_algobase.h:272);;0;15254;0.0
void std::swap<cv::Point_<float>*>(cv::Point_<float>*&, cv::Point_<float>*&);;0;25200;0.0
parents;;0;25200;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_M_swap_data(std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl&) (stl_vector.h:104);;0;25200;0.0
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::operator[](unsigned int);;0;26300;0.0
parents;;1;26300;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:683);;1;26300;0.49261084
std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned int);;0;26300;0.0
parents;;1;26300;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:695);;1;26300;0.49261084
std::vector<cv::KeyPoint, std::allocator<cv::KeyPoint> >::size() const;;0;27352;0.0
parents;;1;27352;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:681);;1;27352;0.49261084
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::difference_type __gnu_cxx::operator-<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&);;0;31035;0.0
parents;;1;31035;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:342);;1;29982;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:480);;0;1053;0.0
children;;0;62070;0.0
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::base() const (stl_iterator.h:792);;0;62070;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const;;0;31035;0.0
parents;;1;31035;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:341);;1;29982;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:479);;0;1053;0.0
children;;0;217245;0.0
unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) (stl_algobase.h:210);;0;31035;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const (stl_vector.h:630);;0;62070;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::size() const (stl_vector.h:625);;0;124140;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin();;0;31035;0.0
parents;;1;31035;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:342);;1;29982;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:480);;0;1053;0.0
children;;0;31035;0.0
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&) (stl_iterator.h:728);;0;31035;0.0
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&);;0;32088;0.0
parents;;0;32088;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::end() (stl_vector.h:537);;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin() (stl_vector.h:519);;0;31035;0.0
__gnu_cxx::new_allocator<cv::Point_<float> >::allocate(unsigned int, void const*);;0;33141;0.0
children;;0;33141;0.0
__gnu_cxx::new_allocator<cv::Point_<float> >::max_size() const (new_allocator.h:103);;0;33141;0.0
parents;;0;33141;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int) (stl_vector.h:169);;0;33141;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int);;0;33141;0.0
parents;;1;33141;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:343);;1;29982;0.49261084
cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1109);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:481);;0;1053;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_create_storage(unsigned int) (stl_vector.h:182);;0;2104;0.0
children;;0;33141;0.0
__gnu_cxx::new_allocator<cv::Point_<float> >::allocate(unsigned int, void const*) (new_allocator.h:89);;0;33141;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int);;0;33149;0.0
parents;;1;33149;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:384);;1;29982;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:79);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:517);;0;1053;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~_Vector_base() (stl_vector.h:162);;0;2112;0.0
children;;0;6316;0.0
__gnu_cxx::new_allocator<cv::Point_<float> >::deallocate(cv::Point_<float>*, unsigned int) (new_allocator.h:99);;0;6316;0.0
unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&);;0;34198;0.0
parents;;0;34198;0.0
std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308);;0;2;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308);;0;1057;0.0
std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308);;0;2104;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1308);;0;31035;0.0
void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&);;0;34201;0.0
parents;;1;34201;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:382);;1;29982;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:77);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*) (stl_vector.h:1319);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:515);;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~vector() (stl_vector.h:404);;0;2112;0.0
children;;0;34201;0.0
void std::_Destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*) (stl_construct.h:124);;0;34201;0.0
void std::_Destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*);;0;34201;0.0
children;;0;34201;0.0
void std::_Destroy_aux<true>::__destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*) (stl_construct.h:114);;0;34201;0.0
parents;;0;34201;0.0
void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:156);;0;34201;0.0
void std::_Destroy_aux<true>::__destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*);;0;34201;0.0
parents;;0;34201;0.0
void std::_Destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*) (stl_construct.h:128);;0;34201;0.0
cv::Mat::Mat(int, int, int);;0;37872;0.0
parents;;0;37872;0.0
cv::Mat_<float>::Mat_(int, int) (mat.hpp:804);;0;37872;0.0
children;;0;151488;0.0
cv::Mat::MSize::MSize(int*) (mat.hpp:706);;0;37872;0.0
cv::Mat::MStep::MStep() (mat.hpp:735);;0;37872;0.0
cv::Mat::create(int, int, int) (mat.hpp:348);;0;37872;0.0
cv::Mat::initEmpty() (mat.hpp:59);;0;37872;0.0
cv::Mat_<float>::Mat_(int, int);;0;37872;0.0
parents;;1;37872;0.49261084
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:298);;1;37872;0.49261084
children;;0;37872;0.0
cv::Mat::Mat(int, int, int) (mat.hpp:72);;0;37872;0.0
cv::Mat::create(int, int, int);;0;37873;0.0
parents;;0;37873;0.0
cv::Mat::create(cv::Size_<int>, int) (mat.hpp:358);;0;1;0.0
cv::Mat::Mat(int, int, int) (mat.hpp:75);;0;37872;0.0
cv::_OutputArray::_OutputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&);;0;38398;0.0
parents;;8;38398;3.9408867
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:400);;7;37872;3.4482758
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686);;1;526;0.49261084
children;;0;38398;0.0
cv::_InputArray::_InputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > const&) (mat.hpp:1119);;0;38398;0.0
cv::Point_<float>* cv::Mat::ptr<cv::Point_<float> >(int);;0;38924;0.0
parents;;7;38924;3.4482758
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:361);;7;1052;3.4482758
cv::videostab::estimateGlobalMotionLeastSquares(cv::_OutputArray const&, cv::_OutputArray const&, int, float*) (global_motion.cpp:345);;0;37872;0.0
cv::_InputArray::_InputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > const&);;0;39976;0.0
parents;;1;39976;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686);;1;1578;0.49261084
cv::_OutputArray::_OutputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&) (mat.hpp:1141);;0;38398;0.0
children;;0;39976;0.0
cv::Size_<int>::Size_() (operations.hpp:1848);;0;39976;0.0
cv::Point_<float>::Point_();;0;42606;0.0
parents;;9;42606;4.4334974
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:367);;7;4208;3.4482758
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:681);;1;526;0.49261084
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:300);;1;37872;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::push_back(cv::Point_<float> const&);;0;52298;0.0
parents;;1;52298;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:697);;1;52298;0.49261084
children;;0;52298;0.0
void __gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::construct<cv::Point_<float> >(std::allocator<cv::Point_<float> >&, cv::Point_<float>*, cv::Point_<float> const&) (alloc_traits.h:201);;0;52298;0.0
cv::Mat_<float>::Mat_(cv::Mat const&);;0;56282;0.0
parents;;8;56282;3.9408867
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:400);;7;18410;3.4482758
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:295);;1;37872;0.49261084
children;;0;112564;0.0
cv::Mat::Mat() (mat.hpp:67);;0;56282;0.0
cv::Mat_<float>::operator=(cv::Mat const&) (mat.hpp:879);;0;56282;0.0
_ZNK2cv7MatExprcvNS_4Mat_IT_EEIfEEv;;0;56808;0.0
parents;;3;56808;1.4778326
cv::videostab::normalizePoints(int, cv::Point_<float>*) (global_motion.cpp:85);;2;37872;0.9852217
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:320);;1;18936;0.49261084
children;;0;56808;0.0
cv::Mat_<float>::Mat_() (mat.hpp:800);;0;56808;0.0
cv::_InputArray::_InputArray<float>(cv::Mat_<float> const&);;0;56808;0.0
parents;;1;56808;0.49261084
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:315);;1;37872;0.49261084
cv::_OutputArray::_OutputArray<float>(cv::Mat_<float>&) (mat.hpp:1147);;0;18936;0.0
children;;0;56808;0.0
cv::Size_<int>::Size_() (operations.hpp:1848);;0;56808;0.0
cv::Mat_<float>::operator=(cv::Mat const&);;0;57334;0.0
children;;43;114668;21.182266
cv::Mat::operator=(cv::Mat const&) (mat.hpp:282);;42;57334;20.689655
cv::Mat::type() const (mat.hpp:399);;1;57334;0.49261084
parents;;7;57334;3.4482758
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:441);;7;526;3.4482758
cv::videostab::MotionEstimatorRansacL2::estimate(cv::_InputArray const&, cv::_InputArray const&, bool*) (global_motion.cpp:472);;0;526;0.0
cv::Mat_<float>::Mat_(cv::Mat const&) (mat.hpp:825);;0;56282;0.0
cv::RNG::operator unsigned int();;0;57747;0.0
parents;;7;57747;3.4482758
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:388);;7;57747;3.4482758
children;;1;57747;0.49261084
cv::RNG::next() (operations.hpp:2482);;1;57747;0.49261084
cv::MatExpr::operator cv::Mat() const;;0;61037;0.0
parents;;6;61037;2.955665
cv::videostab::getMotion(int, int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&) (global_motion.cpp:809);;5;41047;2.4630542
cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:325);;1;18936;0.49261084
cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:110);;0;1054;0.0
children;;0;61037;0.0
cv::Mat::Mat() (mat.hpp:67);;0;61037;0.0
cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&);;0;62070;0.0
parents;;1;62070;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:360);;1;59964;0.49261084
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:491);;0;2106;0.0
children;;0;62070;0.0
cv::Point_<float>* std::__uninitialized_copy_a<cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:258);;0;62070;0.0
cv::Point_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*);;0;62072;0.0
children;;1;72588;0.49261084
void std::_Construct<cv::Point_<float>, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float> const&) (stl_construct.h:81);;1;36294;0.49261084
cv::Point_<float>* std::__addressof<cv::Point_<float> >(cv::Point_<float>&) (move.h:47);;0;36294;0.0
parents;;0;62072;0.0
cv::Point_<float>* std::uninitialized_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:119);;0;62072;0.0
cv::Point_<float>* std::__uninitialized_copy_a<cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&);;0;62072;0.0
children;;0;62072;0.0
cv::Point_<float>* std::uninitialized_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:109);;0;62072;0.0
parents;;0;62072;0.0
cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1112);;0;2;0.0
cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:284);;0;62070;0.0
