Hierarchy	Name (location)	Time/Call	Samples	Calls	% Time
  | | +-	void std::_Destroy_aux<true>::__destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*) (stl_construct.h:114)	0ns	0	34201	0
  | +-	parents	0ns	0	34201	0
  |   +-	void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:156)	0ns	0	34201	0
  +-	void std::_Destroy_aux<true>::__destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*)	0ns	0	34201	0
  | +-	parents	0ns	0	34201	0
  |   +-	void std::_Destroy<cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*) (stl_construct.h:128)	0ns	0	34201	0
  +-	cv::Mat::Mat(int, int, int)	0ns	0	37872	0
  | +-	children	132ns	2	151488	1.3333334
  | | +-	cv::Mat::initEmpty() (mat.hpp:59)	528ns	2	37872	1.3333334
  | | +-	cv::Mat::MSize::MSize(int*) (mat.hpp:706)	0ns	0	37872	0
  | | +-	cv::Mat::MStep::MStep() (mat.hpp:735)	0ns	0	37872	0
  | | +-	cv::Mat::create(int, int, int) (mat.hpp:348)	0ns	0	37872	0
  | +-	parents	0ns	0	37872	0
  |   +-	cv::Mat_<float>::Mat_(int, int) (mat.hpp:804)	0ns	0	37872	0
  +-	cv::Mat_<float>::Mat_(int, int)	0ns	0	37872	0
  | +-	parents	528ns	2	37872	1.3333334
  | | +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:298)	528ns	2	37872	1.3333334
  | +-	children	0ns	0	37872	0
  |   +-	cv::Mat::Mat(int, int, int) (mat.hpp:72)	0ns	0	37872	0
  +-	cv::Mat::create(int, int, int)	0ns	0	37873	0
  | +-	parents	0ns	0	37873	0
  |   +-	cv::Mat::create(cv::Size_<int>, int) (mat.hpp:358)	0ns	0	1	0
  |   +-	cv::Mat::Mat(int, int, int) (mat.hpp:75)	0ns	0	37872	0
  +-	cv::_OutputArray::_OutputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&)	0ns	0	38398	0
  | +-	parents	1.823us	7	38398	4.6666665
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686)	19.011us	1	526	0.6666667
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:400)	1.584us	6	37872	4
  | +-	children	0ns	0	38398	0
  |   +-	cv::_InputArray::_InputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > const&) (mat.hpp:1119)	0ns	0	38398	0
  +-	cv::Point_<float>* cv::Mat::ptr<cv::Point_<float> >(int)	0ns	0	38924	0
  | +-	parents	1.541us	6	38924	4
  |   +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:361)	57.034us	6	1052	4
  |   +-	cv::videostab::estimateGlobalMotionLeastSquares(cv::_OutputArray const&, cv::_OutputArray const&, int, float*) (global_motion.cpp:345)	0ns	0	37872	0
  +-	cv::_InputArray::_InputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > const&)	0ns	0	39976	0
  | +-	parents	250ns	1	39976	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686)	6.337us	1	1578	0.6666667
  | | +-	cv::_OutputArray::_OutputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&) (mat.hpp:1141)	0ns	0	38398	0
  | +-	children	0ns	0	39976	0
  |   +-	cv::Size_<int>::Size_() (operations.hpp:1848)	0ns	0	39976	0
  +-	cv::operator+=(cv::Mat const&, cv::MatExpr const&)	0ns	0	41047	0
  | +-	parents	0ns	0	41047	0
  |   +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:116)	0ns	0	41047	0
  +-	cv::Point_<float>::Point_()	0ns	0	42606	0
  | +-	parents	2.112us	9	42606	6
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:681)	19.011us	1	526	0.6666667
  |   +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:367)	14.258us	6	4208	4
  |   +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:300)	528ns	2	37872	1.3333334
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::push_back(cv::Point_<float> const&)	0ns	0	52298	0
  | +-	parents	191ns	1	52298	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:697)	191ns	1	52298	0.6666667
  | +-	children	0ns	0	52298	0
  |   +-	void __gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::construct<cv::Point_<float> >(std::allocator<cv::Point_<float> >&, cv::Point_<float>*, cv::Point_<float> const&) (alloc_traits.h:201)	0ns	0	52298	0
  +-	_ZNK2cv7MatExprcvNS_4Mat_IT_EEIfEEv	0ns	0	56808	0
  | +-	parents	528ns	3	56808	2
  | | +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:320)	1.056us	2	18936	1.3333334
  | | +-	cv::videostab::normalizePoints(int, cv::Point_<float>*) (global_motion.cpp:85)	264ns	1	37872	0.6666667
  | +-	children	0ns	0	56808	0
  |   +-	cv::Mat_<float>::Mat_() (mat.hpp:800)	0ns	0	56808	0
  +-	cv::_InputArray::_InputArray<float>(cv::Mat_<float> const&)	0ns	0	56808	0
  | +-	parents	352ns	2	56808	1.3333334
  | | +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:315)	528ns	2	37872	1.3333334
  | | +-	cv::_OutputArray::_OutputArray<float>(cv::Mat_<float>&) (mat.hpp:1147)	0ns	0	18936	0
  | +-	children	0ns	0	56808	0
  |   +-	cv::Size_<int>::Size_() (operations.hpp:1848)	0ns	0	56808	0
  +-	cv::Mat_<float>::operator=(cv::Mat const&)	0ns	0	57334	0
  | +-	children	2.877us	33	114668	22
  | | +-	cv::Mat::operator=(cv::Mat const&) (mat.hpp:282)	5.232us	30	57334	20
  | | +-	cv::Mat::type() const (mat.hpp:399)	523ns	3	57334	2
  | +-	parents	1.395us	8	57334	5.3333335
  |   +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:441)	114.068us	6	526	4
  |   +-	cv::videostab::MotionEstimatorRansacL2::estimate(cv::_InputArray const&, cv::_InputArray const&, bool*) (global_motion.cpp:472)	19.011us	1	526	0.6666667
  |   +-	cv::Mat_<float>::Mat_(cv::Mat const&) (mat.hpp:825)	177ns	1	56282	0.6666667
  +-	cv::RNG::next()	0ns	0	57747	0
  | +-	parents	0ns	0	57747	0
  |   +-	cv::RNG::operator unsigned int() (operations.hpp:2491)	0ns	0	57747	0
  +-	cv::RNG::operator unsigned int()	0ns	0	57747	0
  | +-	parents	1.039us	6	57747	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:388)	1.039us	6	57747	4
  | +-	children	0ns	0	57747	0
  |   +-	cv::RNG::next() (operations.hpp:2482)	0ns	0	57747	0
  +-	cv::MatExpr::operator cv::Mat() const	0ns	0	61037	0
  | +-	parents	491ns	3	61037	2
  | | +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:325)	1.056us	2	18936	1.3333334
  | | +-	cv::videostab::getMotion(int, int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&) (global_motion.cpp:809)	243ns	1	41047	0.6666667
  | | +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:110)	0ns	0	1054	0
  | +-	children	0ns	0	61037	0
  |   +-	cv::Mat::Mat() (mat.hpp:67)	0ns	0	61037	0
  +-	cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&)	0ns	0	62070	0
  | +-	parents	161ns	1	62070	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:360)	166ns	1	59964	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:491)	0ns	0	2106	0
  | +-	children	0ns	0	62070	0
  |   +-	cv::Point_<float>* std::__uninitialized_copy_a<cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:258)	0ns	0	62070	0
  +-	cv::Point_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*)	0ns	0	62072	0
  | +-	parents	0ns	0	62072	0
  | | +-	cv::Point_<float>* std::uninitialized_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:119)	0ns	0	62072	0
  | +-	children	0ns	0	72588	0
  |   +-	cv::Point_<float>* std::__addressof<cv::Point_<float> >(cv::Point_<float>&) (move.h:47)	0ns	0	36294	0
  |   +-	void std::_Construct<cv::Point_<float>, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float> const&) (stl_construct.h:81)	0ns	0	36294	0
  +-	cv::Point_<float>* std::__uninitialized_copy_a<cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&)	0ns	0	62072	0
  | +-	children	0ns	0	62072	0
  | | +-	cv::Point_<float>* std::uninitialized_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:109)	0ns	0	62072	0
  | +-	parents	0ns	0	62072	0
  |   +-	cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1112)	0ns	0	2	0
  |   +-	cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:284)	0ns	0	62070	0
  +-	cv::Point_<float>* std::uninitialized_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*)	0ns	0	62072	0
  | +-	children	0ns	0	62072	0
  | | +-	cv::Point_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:70)	0ns	0	62072	0
  | +-	parents	0ns	0	62072	0
  |   +-	cv::Point_<float>* std::__uninitialized_copy_a<cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:260)	0ns	0	62072	0
  +-	__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::max_size(std::allocator<cv::Point_<float> > const&)	0ns	0	63122	0
  | +-	children	0ns	0	63122	0
  | | +-	__gnu_cxx::new_allocator<cv::Point_<float> >::max_size() const (new_allocator.h:103)	0ns	0	63122	0
  | +-	parents	0ns	0	63122	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const (stl_vector.h:631)	0ns	0	63122	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() const	0ns	0	63122	0
  | +-	parents	0ns	0	63122	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const (stl_vector.h:631)	0ns	0	63122	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const	0ns	0	63122	0
  | +-	parents	0ns	0	63122	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:69)	0ns	0	1052	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1305)	0ns	0	62070	0
  | +-	children	0ns	0	126244	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::max_size(std::allocator<cv::Point_<float> > const&) (alloc_traits.h:207)	0ns	0	63122	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() const (stl_vector.h:118)	0ns	0	63122	0
  +-	cv::Mat_<float>::Mat_()	0ns	0	76796	0
  | +-	parents	1.171us	9	76796	6
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:373)	114.068us	6	526	4
  | | +-	cv::videostab::MotionEstimatorRansacL2::estimate(cv::_InputArray const&, cv::_InputArray const&, bool*) (global_motion.cpp:468)	19.011us	1	526	0.6666667
  | | +-	cv::videostab::estimateGlobMotionLeastSquaresAffine(int, cv::Point_<float>*, cv::Point_<float>*, float*) (global_motion.cpp:314)	1.056us	2	18936	1.3333334
  | | +-	_ZNK2cv7MatExprcvNS_4Mat_IT_EEIfEEv (mat.hpp:1228)	0ns	0	56808	0
  | +-	children	0ns	0	76796	0
  |   +-	cv::Mat::Mat() (mat.hpp:67)	0ns	0	76796	0
  +-	__gnu_cxx::new_allocator<cv::Point_<float> >::construct(cv::Point_<float>*, cv::Point_<float> const&)	0ns	0	82280	0
  | +-	children	60ns	1	164560	0.6666667
  | | +-	cv::Point_<float>::Point_(cv::Point_<float> const&) (operations.hpp:1613)	121ns	1	82280	0.6666667
  | | +-	operator new(unsigned int, void*) (new:112)	0ns	0	82280	0
  | +-	parents	0ns	0	82280	0
  |   +-	void __gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::construct<cv::Point_<float> >(std::allocator<cv::Point_<float> >&, cv::Point_<float>*, cv::Point_<float> const&) (alloc_traits.h:202)	0ns	0	82280	0
  +-	void __gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::construct<cv::Point_<float> >(std::allocator<cv::Point_<float> >&, cv::Point_<float>*, cv::Point_<float> const&)	0ns	0	82280	0
  | +-	parents	121ns	1	82280	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:351)	333ns	1	29982	0.6666667
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::push_back(cv::Point_<float> const&) (stl_vector.h:885)	0ns	0	52298	0
  | +-	children	0ns	0	82280	0
  |   +-	__gnu_cxx::new_allocator<cv::Point_<float> >::construct(cv::Point_<float>*, cv::Point_<float> const&) (new_allocator.h:119)	0ns	0	82280	0
  +-	std::vector<float, std::allocator<float> >::operator[](unsigned int)	0ns	0	82318	0
  | +-	parents	0ns	0	82318	0
  |   +-	cv::videostab::GaussianMotionFilter::setParams(int, float) (motion_stabilizing.cpp:101)	0ns	0	224	0
  |   +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:116)	0ns	0	82094	0
  +-	cv::Point_<float>* std::__addressof<cv::Point_<float> >(cv::Point_<float>&)	0ns	0	88322	0
  | +-	parents	0ns	0	88322	0
  |   +-	cv::Point_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:77)	0ns	0	36294	0
  |   +-	void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Point_<float>*, unsigned int, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&) (stl_uninitialized.h:189)	0ns	0	52028	0
  +-	void std::_Construct<cv::Point_<float>, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float> const&)	0ns	0	88322	0
  | +-	children	56ns	1	176644	0.6666667
  | | +-	cv::Point_<float>::Point_(cv::Point_<float> const&) (operations.hpp:1613)	113ns	1	88322	0.6666667
  | | +-	operator new(unsigned int, void*) (new:112)	0ns	0	88322	0
  | +-	parents	0ns	0	88322	0
  |   +-	cv::Point_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*) (stl_uninitialized.h:77)	0ns	0	36294	0
  |   +-	void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Point_<float>*, unsigned int, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&) (stl_uninitialized.h:189)	0ns	0	52028	0
  +-	__gnu_cxx::new_allocator<cv::Point_<float> >::max_size() const	0ns	0	96263	0
  | +-	parents	0ns	0	96263	0
  |   +-	__gnu_cxx::new_allocator<cv::Point_<float> >::allocate(unsigned int, void const*) (new_allocator.h:91)	0ns	0	33141	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<cv::Point_<float> > >::max_size(std::allocator<cv::Point_<float> > const&) (alloc_traits.h:208)	0ns	0	63122	0
  +-	cv::Size_<int>::Size_()	0ns	0	97313	0
  | +-	parents	0ns	0	97313	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:57)	0ns	0	1	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79)	0ns	0	2	0
  |   +-	cv::_InputArray::_InputArray<unsigned char>(std::vector<unsigned char, std::allocator<unsigned char> > const&) (mat.hpp:1120)	0ns	0	526	0
  |   +-	cv::_InputArray::_InputArray<cv::Point_<float> >(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > const&) (mat.hpp:1120)	0ns	0	39976	0
  |   +-	cv::_InputArray::_InputArray<float>(cv::Mat_<float> const&) (mat.hpp:1138)	0ns	0	56808	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator()	0ns	0	116230	0
  | +-	parents	86ns	1	116230	0.6666667
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:360)	111ns	1	89946	0.6666667
  |   +-	cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1112)	0ns	0	2	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:77)	0ns	0	2	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*) (stl_vector.h:1319)	0ns	0	1052	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_initialize(unsigned int, cv::Point_<float> const&) (stl_vector.h:1181)	0ns	0	2104	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::~vector() (stl_vector.h:403)	0ns	0	2112	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:486)	0ns	0	4212	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::swap(std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >&) (stl_vector.h:1085)	0ns	0	16800	0
  +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::base() const	0ns	0	124140	0
  | +-	parents	80ns	1	124140	0.6666667
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, cv::Point_<float> const&) (vector.tcc:360)	166ns	1	59964	0.6666667
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:491)	0ns	0	2106	0
